TimeStamp,FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
0.8,40,0.016,0.023,-0.032,-0.8021412,-0.0572958,-0.1145916
,,,,,,,
0.82,41,0.247,1.224,-0.195,-1.3750992,-3.8388186,0.6302538
,,,,,,,
0.82,41,0.369,1.125,-0.478,1.0313244,0.572958,0.5156622
,,,,,,,
0.82,41,0.002,0.004,-0.009,0,-0.1145916,0
,,,,,,,
0.82,41,-0.001,0.007,-0.007,0,0.0572958,0
,,,,,,,
0.82,41,-0.032,-0.046,-0.103,-1.8907614,-0.572958,0.286479
,,,,,,,
0.82,41,0.017,0.021,-0.033,-1.145916,0.3437748,-0.1145916
,,,,,,,
0.84,42,0.262,1.228,-0.18,-0.7448454,-3.2085648,0
,,,,,,,
0.84,42,0.358,1.116,-0.474,2.291832,1.2032118,0.6875496
,,,,,,,
0.84,42,0.002,0.004,-0.009,0,0,0.0572958
,,,,,,,
0.84,42,-0.001,0.006,-0.008,0.0572958,0,0
,,,,,,,
0.84,42,-0.031,-0.048,-0.102,-2.291832,0,-0.286479
,,,,,,,
0.84,42,0.018,0.02,-0.033,-1.0313244,0.0572958,-0.0572958
,,,,,,,
0.86,43,0.246,1.228,-0.186,0.9167328,-1.0313244,0.1145916
,,,,,,,
0.86,43,0.353,1.115,-0.473,4.2398892,1.718874,0.2291832
,,,,,,,
0.86,43,0.002,0.005,-0.008,0,0,0.0572958
,,,,,,,
0.86,43,0,0.006,-0.008,0,0,0
,,,,,,,
0.86,43,-0.035,-0.053,-0.101,-2.4637194,0.5156622,-0.9740286
,,,,,,,
0.86,43,0.018,0.017,-0.03,-0.2291832,-0.2291832,0
,,,,,,,
0.88,44,0.234,1.228,-0.208,0.9740286,0.8021412,0.0572958
,,,,,,,
0.88,44,0.357,1.127,-0.475,5.0993262,2.1199446,0.286479
,,,,,,,
0.88,44,0.001,0.006,-0.008,0,-0.1145916,0.1145916
,,,,,,,
0.88,44,0,0.006,-0.008,0.0572958,-0.0572958,0
,,,,,,,
0.88,44,-0.037,-0.052,-0.1,-2.4064236,0.8021412,-1.2032118
,,,,,,,
0.88,44,0.018,0.019,-0.032,0.6875496,-0.286479,0.1145916
,,,,,,,
0.9,45,0.231,1.22,-0.208,0.3437748,1.0313244,0
,,,,,,,
0.9,45,0.357,1.131,-0.472,3.8961144,2.005353,0.1718874
,,,,,,,
0.9,45,0.002,0.008,-0.007,0,0,0.0572958
,,,,,,,
0.9,45,0,0.005,-0.008,0,0,0.1145916
,,,,,,,
0.9,45,-0.04,-0.049,-0.099,-2.291832,0.9740286,-0.9740286
,,,,,,,
0.9,45,0.017,0.021,-0.033,0.4583664,-0.3437748,0.2291832
,,,,,,,
0.92,46,0.236,1.219,-0.2,-0.1145916,0.9167328,0.3437748
,,,,,,,
0.92,46,0.349,1.13,-0.465,2.4637194,1.4896908,0.286479
,,,,,,,
0.92,46,0.002,0.008,-0.007,0.0572958,-0.1145916,0
,,,,,,,
0.92,46,-0.001,0.007,-0.007,0.0572958,-0.1145916,0
,,,,,,,
0.92,46,-0.043,-0.047,-0.098,-2.578311,0.9167328,-0.572958
,,,,,,,
0.92,46,0.016,0.021,-0.031,0,-0.2291832,0.2291832
,,,,,,,
0.94,47,0.231,1.22,-0.19,-0.0572958,1.7761698,0.6875496
,,,,,,,
0.94,47,0.348,1.123,-0.46,1.8907614,0.9167328,0.3437748
,,,,,,,
0.94,47,0.002,0.008,-0.007,0,0,0
,,,,,,,
0.94,47,-0.001,0.008,-0.006,0,0,0.0572958
,,,,,,,
0.94,47,-0.042,-0.049,-0.098,-2.6929026,0.859437,-0.2291832
,,,,,,,
0.94,47,0.016,0.02,-0.028,0.1145916,-0.2291832,0.1718874
,,,,,,,
0.96,48,0.23,1.219,-0.184,0.859437,2.4064236,0.6302538
,,,,,,,
0.96,48,0.349,1.125,-0.457,1.8334656,0.3437748,0.0572958
,,,,,,,
0.96,48,0.002,0.007,-0.007,0,0,-0.1145916
,,,,,,,
0.96,48,-0.001,0.008,-0.006,-0.0572958,-0.1145916,0
,,,,,,,
0.96,48,-0.042,-0.048,-0.098,-2.578311,0.572958,-0.1145916
,,,,,,,
0.96,48,0.015,0.021,-0.028,0,0,0
,,,,,,,
0.98,49,0.245,1.212,-0.198,1.6042824,4.9847346,0.3437748
,,,,,,,
0.98,49,0.345,1.124,-0.463,0.572958,-0.286479,-0.0572958
,,,,,,,
0.98,49,0.002,0.005,-0.008,-0.1145916,0.1145916,-0.1145916
,,,,,,,
0.98,49,-0.002,0.007,-0.006,0,0,0
,,,,,,,
0.98,49,-0.041,-0.05,-0.097,-2.578311,0.3437748,-0.1718874
,,,,,,,
0.98,49,0.015,0.02,-0.027,-0.2291832,-0.1145916,-0.1145916
,,,,,,,
1,50,0.253,1.216,-0.201,2.3491278,10.7716104,-0.0572958
,,,,,,,
1,50,0.343,1.119,-0.463,-0.8021412,-1.3750992,-0.1145916
,,,,,,,
1,50,0.001,0.004,-0.008,-0.1145916,0.0572958,-0.2291832
,,,,,,,
1,50,-0.001,0.007,-0.006,0.0572958,-0.0572958,0
,,,,,,,
1,50,-0.043,-0.048,-0.095,-2.4064236,0.3437748,-0.4583664
,,,,,,,
1,50,0.013,0.019,-0.029,-0.4010706,-0.1145916,-0.1145916
,,,,,,,
1.02,51,0.234,1.22,-0.19,3.0939732,13.464513,-0.286479
,,,,,,,
1.02,51,0.339,1.114,-0.464,-0.9740286,-2.1199446,0
,,,,,,,
1.02,51,0.001,0.003,-0.009,-0.1145916,0.0572958,-0.0572958
,,,,,,,
1.02,51,0,0.007,-0.006,0,0.1145916,0
,,,,,,,
1.02,51,-0.044,-0.049,-0.095,-2.2345362,0.2291832,-0.5156622
,,,,,,,
1.02,51,0.015,0.018,-0.031,-0.4010706,0.2291832,0
,,,,,,,
1.04,52,0.211,1.222,-0.188,2.9220858,7.9641162,-0.286479
,,,,,,,
1.04,52,0.347,1.119,-0.472,0.6875496,-2.0626488,0.6875496
,,,,,,,
1.04,52,0.002,0.002,-0.009,-0.0572958,0,0
,,,,,,,
1.04,52,0,0.005,-0.007,0,0,0
,,,,,,,
1.04,52,-0.041,-0.049,-0.093,-1.9480572,0.2291832,-0.3437748
,,,,,,,
1.04,52,0.019,0.016,-0.028,0,0.1718874,-0.1718874
,,,,,,,
1.06,53,0.241,1.213,-0.197,3.2085648,6.3598338,-0.2291832
,,,,,,,
1.06,53,0.351,1.123,-0.473,3.2085648,-2.005353,1.9480572
,,,,,,,
1.06,53,0.001,0.003,-0.009,-0.0572958,0,0
